fecha_id,fecha,año,mes,trimestre,dia_semana,es_fin_semana,temporada
906,2024-06-24,2024,6,2,1,0,Alta
907,2024-06-25,2024,6,2,2,0,Alta
908,2024-06-26,2024,6,2,3,0,Alta
909,2024-06-27,2024,6,2,4,0,Alta
910,2024-06-28,2024,6,2,5,0,Alta
911,2024-06-29,2024,6,2,6,1,Alta
912,2024-06-30,2024,6,2,7,1,Alta
913,2024-07-01,2024,7,3,1,0,Alta
914,2024-07-02,2024,7,3,2,0,Alta
915,2024-07-03,2024,7,3,3,0,Alta
916,2024-07-04,2024,7,3,4,0,Alta
917,2024-07-05,2024,7,3,5,0,Alta
918,2024-07-06,2024,7,3,6,1,Alta
919,2024-07-07,2024,7,3,7,1,Alta
920,2024-07-08,2024,7,3,1,0,Alta
921,2024-07-09,2024,7,3,2,0,Alta
922,2024-07-10,2024,7,3,3,0,Alta
923,2024-07-11,2024,7,3,4,0,Alta
924,2024-07-12,2024,7,3,5,0,Alta
925,2024-07-13,2024,7,3,6,1,Alta
926,2024-07-14,2024,7,3,7,1,Alta
927,2024-07-15,2024,7,3,1,0,Alta
928,2024-07-16,2024,7,3,2,0,Alta
929,2024-07-17,2024,7,3,3,0,Alta
930,2024-07-18,2024,7,3,4,0,Alta
931,2024-07-19,2024,7,3,5,0,Alta
932,2024-07-20,2024,7,3,6,1,Alta
933,2024-07-21,2024,7,3,7,1,Alta
934,2024-07-22,2024,7,3,1,0,Alta
935,2024-07-23,2024,7,3,2,0,Alta
936,2024-07-24,2024,7,3,3,0,Alta
937,2024-07-25,2024,7,3,4,0,Alta
938,2024-07-26,2024,7,3,5,0,Alta
939,2024-07-27,2024,7,3,6,1,Alta
940,2024-07-28,2024,7,3,7,1,Alta
941,2024-07-29,2024,7,3,1,0,Alta
942,2024-07-30,2024,7,3,2,0,Alta
943,2024-07-31,2024,7,3,3,0,Alta
944,2024-08-01,2024,8,3,4,0,Alta
945,2024-08-02,2024,8,3,5,0,Alta
946,2024-08-03,2024,8,3,6,1,Alta
947,2024-08-04,2024,8,3,7,1,Alta
948,2024-08-05,2024,8,3,1,0,Alta
949,2024-08-06,2024,8,3,2,0,Alta
950,2024-08-07,2024,8,3,3,0,Alta
951,2024-08-08,2024,8,3,4,0,Alta
952,2024-08-09,2024,8,3,5,0,Alta
953,2024-08-10,2024,8,3,6,1,Alta
954,2024-08-11,2024,8,3,7,1,Alta
955,2024-08-12,2024,8,3,1,0,Alta
956,2024-08-13,2024,8,3,2,0,Alta
957,2024-08-14,2024,8,3,3,0,Alta
958,2024-08-15,2024,8,3,4,0,Alta
959,2024-08-16,2024,8,3,5,0,Alta
960,2024-08-17,2024,8,3,6,1,Alta
961,2024-08-18,2024,8,3,7,1,Alta
962,2024-08-19,2024,8,3,1,0,Alta
963,2024-08-20,2024,8,3,2,0,Alta
964,2024-08-21,2024,8,3,3,0,Alta
965,2024-08-22,2024,8,3,4,0,Alta
966,2024-08-23,2024,8,3,5,0,Alta
967,2024-08-24,2024,8,3,6,1,Alta
968,2024-08-25,2024,8,3,7,1,Alta
969,2024-08-26,2024,8,3,1,0,Alta
970,2024-08-27,2024,8,3,2,0,Alta
971,2024-08-28,2024,8,3,3,0,Alta
972,2024-08-29,2024,8,3,4,0,Alta
973,2024-08-30,2024,8,3,5,0,Alta
974,2024-08-31,2024,8,3,6,1,Alta
975,2024-09-01,2024,9,3,7,1,Baja
976,2024-09-02,2024,9,3,1,0,Baja
977,2024-09-03,2024,9,3,2,0,Baja
978,2024-09-04,2024,9,3,3,0,Baja
979,2024-09-05,2024,9,3,4,0,Baja
980,2024-09-06,2024,9,3,5,0,Baja
981,2024-09-07,2024,9,3,6,1,Baja
982,2024-09-08,2024,9,3,7,1,Baja
983,2024-09-09,2024,9,3,1,0,Baja
984,2024-09-10,2024,9,3,2,0,Baja
985,2024-09-11,2024,9,3,3,0,Baja
986,2024-09-12,2024,9,3,4,0,Baja
987,2024-09-13,2024,9,3,5,0,Baja
988,2024-09-14,2024,9,3,6,1,Baja
989,2024-09-15,2024,9,3,7,1,Baja
990,2024-09-16,2024,9,3,1,0,Baja
991,2024-09-17,2024,9,3,2,0,Baja
992,2024-09-18,2024,9,3,3,0,Baja
993,2024-09-19,2024,9,3,4,0,Baja
994,2024-09-20,2024,9,3,5,0,Baja
995,2024-09-21,2024,9,3,6,1,Baja
996,2024-09-22,2024,9,3,7,1,Baja
997,2024-09-23,2024,9,3,1,0,Baja
998,2024-09-24,2024,9,3,2,0,Baja
999,2024-09-25,2024,9,3,3,0,Baja
1000,2024-09-26,2024,9,3,4,0,Baja
1001,2024-09-27,2024,9,3,5,0,Baja
1002,2024-09-28,2024,9,3,6,1,Baja
1003,2024-09-29,2024,9,3,7,1,Baja
1004,2024-09-30,2024,9,3,1,0,Baja
1005,2024-10-01,2024,10,4,2,0,Baja
1006,2024-10-02,2024,10,4,3,0,Baja
1007,2024-10-03,2024,10,4,4,0,Baja
1008,2024-10-04,2024,10,4,5,0,Baja
1009,2024-10-05,2024,10,4,6,1,Baja
1010,2024-10-06,2024,10,4,7,1,Baja
1011,2024-10-07,2024,10,4,1,0,Baja
1012,2024-10-08,2024,10,4,2,0,Baja
1013,2024-10-09,2024,10,4,3,0,Baja
1014,2024-10-10,2024,10,4,4,0,Baja
1015,2024-10-11,2024,10,4,5,0,Baja
1016,2024-10-12,2024,10,4,6,1,Baja
1017,2024-10-13,2024,10,4,7,1,Baja
1018,2024-10-14,2024,10,4,1,0,Baja
1019,2024-10-15,2024,10,4,2,0,Baja
1020,2024-10-16,2024,10,4,3,0,Baja
1021,2024-10-17,2024,10,4,4,0,Baja
1022,2024-10-18,2024,10,4,5,0,Baja
1023,2024-10-19,2024,10,4,6,1,Baja
1024,2024-10-20,2024,10,4,7,1,Baja
1025,2024-10-21,2024,10,4,1,0,Baja
1026,2024-10-22,2024,10,4,2,0,Baja
1027,2024-10-23,2024,10,4,3,0,Baja
1028,2024-10-24,2024,10,4,4,0,Baja
1029,2024-10-25,2024,10,4,5,0,Baja
1030,2024-10-26,2024,10,4,6,1,Baja
1031,2024-10-27,2024,10,4,7,1,Baja
1032,2024-10-28,2024,10,4,1,0,Baja
1033,2024-10-29,2024,10,4,2,0,Baja
1034,2024-10-30,2024,10,4,3,0,Baja
1035,2024-10-31,2024,10,4,4,0,Baja
1036,2024-11-01,2024,11,4,5,0,Baja
1037,2024-11-02,2024,11,4,6,1,Baja
1038,2024-11-03,2024,11,4,7,1,Baja
1039,2024-11-04,2024,11,4,1,0,Baja
1040,2024-11-05,2024,11,4,2,0,Baja
1041,2024-11-06,2024,11,4,3,0,Baja
1042,2024-11-07,2024,11,4,4,0,Baja
1043,2024-11-08,2024,11,4,5,0,Baja
1044,2024-11-09,2024,11,4,6,1,Baja
1045,2024-11-10,2024,11,4,7,1,Baja
1046,2024-11-11,2024,11,4,1,0,Baja
1047,2024-11-12,2024,11,4,2,0,Baja
1048,2024-11-13,2024,11,4,3,0,Baja
1049,2024-11-14,2024,11,4,4,0,Baja
1050,2024-11-15,2024,11,4,5,0,Baja
1051,2024-11-16,2024,11,4,6,1,Baja
1052,2024-11-17,2024,11,4,7,1,Baja
1053,2024-11-18,2024,11,4,1,0,Baja
1054,2024-11-19,2024,11,4,2,0,Baja
1055,2024-11-20,2024,11,4,3,0,Baja
1056,2024-11-21,2024,11,4,4,0,Baja
1057,2024-11-22,2024,11,4,5,0,Baja
1058,2024-11-23,2024,11,4,6,1,Baja
1059,2024-11-24,2024,11,4,7,1,Baja
1060,2024-11-25,2024,11,4,1,0,Baja
1061,2024-11-26,2024,11,4,2,0,Baja
1062,2024-11-27,2024,11,4,3,0,Baja
1063,2024-11-28,2024,11,4,4,0,Baja
1064,2024-11-29,2024,11,4,5,0,Baja
1065,2024-11-30,2024,11,4,6,1,Baja
1066,2024-12-01,2024,12,4,7,1,Alta
1067,2024-12-02,2024,12,4,1,0,Alta
1068,2024-12-03,2024,12,4,2,0,Alta
1069,2024-12-04,2024,12,4,3,0,Alta
1070,2024-12-05,2024,12,4,4,0,Alta
1071,2024-12-06,2024,12,4,5,0,Alta
1072,2024-12-07,2024,12,4,6,1,Alta
1073,2024-12-08,2024,12,4,7,1,Alta
1074,2024-12-09,2024,12,4,1,0,Alta
1075,2024-12-10,2024,12,4,2,0,Alta
1076,2024-12-11,2024,12,4,3,0,Alta
1077,2024-12-12,2024,12,4,4,0,Alta
1078,2024-12-13,2024,12,4,5,0,Alta
1079,2024-12-14,2024,12,4,6,1,Alta
1080,2024-12-15,2024,12,4,7,1,Alta
1081,2024-12-16,2024,12,4,1,0,Alta
1082,2024-12-17,2024,12,4,2,0,Alta
1083,2024-12-18,2024,12,4,3,0,Alta
1084,2024-12-19,2024,12,4,4,0,Alta
1085,2024-12-20,2024,12,4,5,0,Alta
1086,2024-12-21,2024,12,4,6,1,Alta
1087,2024-12-22,2024,12,4,7,1,Alta
1088,2024-12-23,2024,12,4,1,0,Alta
1089,2024-12-24,2024,12,4,2,0,Alta
1090,2024-12-25,2024,12,4,3,0,Alta
1091,2024-12-26,2024,12,4,4,0,Alta
1092,2024-12-27,2024,12,4,5,0,Alta
1093,2024-12-28,2024,12,4,6,1,Alta
1094,2024-12-29,2024,12,4,7,1,Alta
1095,2024-12-30,2024,12,4,1,0,Alta
1096,2024-12-31,2024,12,4,2,0,Alta
